gtin,pname,vname,vlocation
736313589962,"750-Shot Color Saturn Missile Battery",G5002_750ShotColorSaturnMissileBattery_1080.mp4,/media/pi/VIDEOS/videos/
736313590111,"Two If by Sea",G5003_TwoIfBySea_1080.mp4,/media/pi/VIDEOS/videos/
736313590524,Apollo,G5004_Apollo4Set_1080.mp4,/media/pi/VIDEOS/videos/
736313590531,"Apollo 7",G5005_Apollo7_1080.mp4,/media/pi/VIDEOS/videos/
10736313590545,"Apollo 8",G5006_Apollo8_1080.mp4,/media/pi/VIDEOS/videos/
736313590555,"Apollo 11",G5007_Apollo11_1080.mp4,/media/pi/VIDEOS/videos/
736313590562,"Apollo 13",G5008_Apollo13_1080.mp4,/media/pi/VIDEOS/videos/
736313590647,"Midnight Ride",G5010_MidnightRide_1080.mp4,/media/pi/VIDEOS/videos/
10736313591337,"Victory Day",G5011_VictoryDay_1080.mp4,/media/pi/VIDEOS/videos/
10736313591696,"Lady Liberty",G5012_LadyLiberty_1080.mp4,/media/pi/VIDEOS/videos/
10736313591702,"Celebrate America",G5013_CelebrateAmerica_1080.mp4,/media/pi/VIDEOS/videos/
10736313591740,"The Founders",G5014_TheFounders_1080.mp4,/media/pi/VIDEOS/videos/
10736313592198,Immortals,X5001_Immortals4-Set_1080.mp4,/media/pi/VIDEOS/videos/
736313592214,Helios,X5003_Helios_1080.mp4,/media/pi/VIDEOS/videos/
736313592221,Poseidon,X5004_Poseidon_1080.mp4,/media/pi/VIDEOS/videos/
736313592238,Prometheus,X5005_Prometheus_1080.mp4,/media/pi/VIDEOS/videos/
10736313592242,"Color Rush",X5006_ColorRush_1080.mp4,/media/pi/VIDEOS/videos/
736313592207,Zeus,X5002_Zeus_1080.mp4,/media/pi/VIDEOS/videos/
10736313589877,"Comet Storm",X5011_CometStorm_1080.mp4,/media/pi/VIDEOS/videos/
10736313589785,"Chaos Theory",X5009_ChaosTheory_1080.mp4,/media/pi/VIDEOS/videos/
10736313589853,"Escape Velocity",X5010_EscapeVelocity_1080.mp4,/media/pi/VIDEOS/videos/
10736313589907,"Nighttime Spectacular",X5012_NighttimeSpectacular_1080.mp4,/media/pi/VIDEOS/videos/
10736313589914,Countermeasures,X5013_Countermeasures_1080.mp4,/media/pi/VIDEOS/videos/
10736313589945,"Finish Strong",X5014_FinishStrong_1080.mp4,/media/pi/VIDEOS/videos/
10736313590217,"Bold City",X5015_BoldCity_1080.mp4,/media/pi/VIDEOS/videos/
10736313590385,"Celebrate Freedom",X5016_CelebrateFreedom_1080.mp4,/media/pi/VIDEOS/videos/
10736313590392,"Downtown Display",X5017_DowntownDisplay_1080.mp4,/media/pi/VIDEOS/videos/
10736313590408,"Ringing in the New Year",X5018_RingingInTheNewYear_1080.mp4,/media/pi/VIDEOS/videos/
10736313590415,"Electrical Overload",X5019_ElectricalOverload_1080.mp4,/media/pi/VIDEOS/videos/
10736313590941,"American Creed",X5020_AmericanCreed_1080.mp4,/media/pi/VIDEOS/videos/
10736313591306,"Neon Cosmic Rain",X5021_NeonCosmicRain_1080.mp4,/media/pi/VIDEOS/videos/
10736313591313,"Grand Finale",X5022_GrandFinale_1080.mp4,/media/pi/VIDEOS/videos/
10736313591351,Spectre,X5023_Spectre_1080.mp4,/media/pi/VIDEOS/videos/
10736313591726,Afterglow,X5024_Afterglow_1080.mp4,/media/pi/VIDEOS/videos/
10736313589631,"Space Capsule",G6002_SpaceCapsule_1080.mp4,/media/pi/VIDEOS/videos/
10736313590668,"Color Rings with Horsetail Pistils",L5002_ColorRingsWithHorsetailPistils_1080.mp4,/media/pi/VIDEOS/videos/
10736313591948,"Ghost Rings with Silver Afterglow Pistil",L5011_GRWSAP_720.mp4,/media/pi/VIDEOS/videos/
10736313590651,"54-Shot W Finale",L5001_54WFinale_1080.mp4,/media/pi/VIDEOS/videos/
10736313591511,"3-Layer Mine Green Glitter/Gold Glitter/Blue Stars",L5003_3LayerMineGreenGlitterGoldGlitterBlueStars_1080.mp4,/media/pi/VIDEOS/videos/
10736313591528,"Crackling Mine to Crackling Bombard",L5004_CracklingMineToCracklingBombard_1080.mp4,/media/pi/VIDEOS/videos/
10736313592372,"White Strobe Mine to Red and Blue Bombard w Silver",L5005_WhiteStrobeMineToRedAndBlueBombardWithSilver_1080.mp4,/media/pi/VIDEOS/videos/
10736313591542,"Silver Tourbillion",L5006_SilverTourbillion_720.mp4,/media/pi/VIDEOS/videos/
10736313591559,"Silver Cascade Comets",L5007_SilverCascadeComets_720.mp4,/media/pi/VIDEOS/videos/
10736313591566,"Gold Rain Comets with Blue Star Mine",L5008_GoldRainCometsWithBlueStarMine_720.mp4,/media/pi/VIDEOS/videos/
10736313591719,"Blue Mine to Sizzling Palm with Red Strobe",L5009_BlueMineToSizzlingPalmWithRedStrobe_1080.mp4,/media/pi/VIDEOS/videos/
10736313591924,"Red Strobe Willow Mine to Willows with Red Strobe",L5010_RSWMTWWRS_1080.mp4,/media/pi/VIDEOS/videos/
10736313591955,"Gold Tourbillions to Crackling Horsetails Barrage",L5012_GoldTourbillionsToCracklingHorsetailsBarrage.mp4,/media/pi/VIDEOS/videos/
10736313592365,"Color Comets and Crackling Flower Barrage",L5013_CCACFB_1080.mp4,/media/pi/VIDEOS/videos/
10736313592662,"Mine Craft",X1001_MineCraft_1080.mp4,/media/pi/VIDEOS/videos/
10736313592686,"U.S.S. Hazard",G5021_USSHazard_1080.mp4,/media/pi/VIDEOS/videos/
10736313592679,"Land of Mine",X5030_LandOfMine_1080.mp4,/media/pi/VIDEOS/videos/
10736313592730,Hyperspace,X5031_Hyperspace_1080.mp4,/media/pi/VIDEOS/videos/
10736313591931,"Galactic Rings",X5025_GalacticRings_1080.mp4,/media/pi/VIDEOS/videos/
10736313589792,"Cosmic Tails",X8001_CosmicTails_1080.mp4,/media/pi/VIDEOS/videos/
10736313592518,"Bring It Home",X5029_BringItHome_1080.mp4,/media/pi/VIDEOS/videos/
10736313592501,"UFO Sighting",X5028_UFOSighting_1080.mp4,/media/pi/VIDEOS/videos/
10736313592419,"Sky Fire",X5027_SkyFire_1080.mp4,/media/pi/VIDEOS/videos/
10736313592693,"The Roswell Incident",G5022_TheRoswellIncident_1080.mp4,/media/pi/VIDEOS/videos/
10736313592556,"Wolf Howling to Brocade Crown",L5015_WolfHowling_1080.mp4,/media/pi/VIDEOS/videos/
705108500963,"Sword of Daylight","SK148 Sword of Daylight - Handheld Smoke Fountain - Bright Star.mp4",/media/pi/VIDEOS/videos/
705108501564,"Fire Lollipop","FIRE LOLLIPOP BS5015 BRIGHT STAR FIREWORKS 2022 NEW ITEMS.mp4",/media/pi/VIDEOS/videos/
705108501762,"Party Animals","PARTY ANIMALS BS5017 BRIGHT STAR FIREWORKS 2022 NEW ITEMS.mp4",/media/pi/VIDEOS/videos/
705108700875,"Ice Sparklers","ICE SPARKLERS BS7008 BRIGHT STAR FIREWORKS 2021 NEW ITEMS.mp4",/media/pi/VIDEOS/videos/
705108701360,"USA Jumbo Gyros","USA JUMBO GYROS BS7013 BRIGHT STAR FIREWORKS 2022 NEW ITEMS.mp4",/media/pi/VIDEOS/videos/
705108803569,"Crop Circles","CROP CIRCLES BS8035 BRIGHT STAR FIREWORKS 2022 NEW ITEMS.mp4",/media/pi/VIDEOS/videos/
705108803965,"Whisky Business","WHISKY BUSINESS BS8039 BRIGHT STAR FIREWORKS 2022 NEW ITEMS.mp4",/media/pi/VIDEOS/videos/
687985205714,Firebrand,"GM249 Firebrand - 140 Shot.mp4",/media/pi/VIDEOS/videos/
687985207312,Roboshot,"GM130 Roboshot Fireworks - 15 Shot.mp4",/media/pi/VIDEOS/videos/
687985210114,"Engine No. 9  16 Shots","GM250 - Engine No. 9 - 16 shots.mp4",/media/pi/VIDEOS/videos/
687985210626,"Hyperspace (Asst. Breaks)","RL115 - Hyperspace.mp4",/media/pi/VIDEOS/videos/
687985219018,"Welder - 8 Shots (24/1)","MS220 - Welder.mp4",/media/pi/VIDEOS/videos/
687985223619,"Ninjas of the Night","GM226 - Ninjas of the Night.mp4",/media/pi/VIDEOS/videos/
687985225910,"Prime Time - 9 Shots","BP2259 Prime Time 3 9 shots Heavy Weights cake.mp4",/media/pi/VIDEOS/videos/
687985226412,"Fireworks Fiend","MS357 - Fireworks Fiend - 225 Shot.mp4",/media/pi/VIDEOS/videos/
687985226511,"Brouhaha - 40 Shots (12/1)","MS260 - Brouhaha.mp4",/media/pi/VIDEOS/videos/
687985228614,"Triple Whammy","GM270 - Triple Whammy.mp4",/media/pi/VIDEOS/videos/
687985232512,"Pearly Gates - 29 Shots","GM338 - Pearly Gates.mp4",/media/pi/VIDEOS/videos/
687985238712,"Hillbilly Armor - 22 Shot","MX170 Hillbilly Armor - 22 shot Brothers 350 gram cake.mp4",/media/pi/VIDEOS/videos/
687985243013,Fallout,"BP2430 Fallout 200g cake.mp4",/media/pi/VIDEOS/videos/
687985243310,"Goin Like Ninety","GM472 Goin Like Ninety - 35 Shot.mp4",/media/pi/VIDEOS/videos/
687985243419,"Tough Stuff","MS409 Tough Stuff - 9 Shot.mp4",/media/pi/VIDEOS/videos/
687985243518,"Royal Salute - 9 Shots","TB225 Royal Salute - 9 Shot.mp4",/media/pi/VIDEOS/videos/
687985243617,"Puttin on the Ritz","GM473 Putting on the Ritz - 24 Shot.mp4",/media/pi/VIDEOS/videos/
687985243914,"Tang Dynasty","TB227 - Tang Dynasty - 9 Shot.mp4",/media/pi/VIDEOS/videos/
687985244010,"Sahara Twilight","GM474 Sahara Twilight - 16 Shot.mp4",/media/pi/VIDEOS/videos/
687985244119,"Fort Sentine","GM475 Fort Sentinel 52 Shots.mp4",/media/pi/VIDEOS/videos/
687985244515,"Gimme a Break","BP2445 Gimme a Break double break tube.mp4",/media/pi/VIDEOS/videos/
687985247912,"Rabble Rouser","GM556 Rabble Rouser - 25 Shot.mp4",/media/pi/VIDEOS/videos/
687985248018,"Lotsa Love","GM557 Lotsa Love - 23 Shot.mp4",/media/pi/VIDEOS/videos/
687985248513,Boombastic,"GM569 Boombastic - 12 Shot.mp4",/media/pi/VIDEOS/videos/
687985248612,Mastermind,"GM527 Mastermind - 12 Shot.mp4",/media/pi/VIDEOS/videos/
687985249213,"My Kinda Pretty","GM522 My Kinda Pretty - 16 Shot.mp4",/media/pi/VIDEOS/videos/
687985249817,"I Love Fireworks","GM500 I Love Fireworks.mp4",/media/pi/VIDEOS/videos/
687985251018,Smackdown,"GM528 Smackdown – 28 shot.mp4",/media/pi/VIDEOS/videos/
687985254514,"Brocade Boss","Brocade Boss Fireworks - 12 Shot.mp4",/media/pi/VIDEOS/videos/
687985261017,"Power Powder","BP2610 Power Powder canister shells.mp4",/media/pi/VIDEOS/videos/
687985261116,Starkeeper,"BP2611 Starkeeper 14 shots.mp4",/media/pi/VIDEOS/videos/
687985262717,"Over The Line","GM662 Over The Line - 22 shot 500 Gram Cake - Brothers.mp4",/media/pi/VIDEOS/videos/
687985268306,"Magic Bullet","Magic Bullet - 9 shot 500 Gram - Brothers.mp4",/media/pi/VIDEOS/videos/
687985268702,Lockup,"TB271 Lockup - 9 shot Tube Rack - Brothers.mp4",/media/pi/VIDEOS/videos/
687985272310,"Bail Out","BP2723 Bail Out 4 Parachutes  Brothers Reloadable Parachute.mp4",/media/pi/VIDEOS/videos/
687985273010,"Midnite Menace","GM838 Midnite Menace - 52 shot Brothers 500 Gram Cake.mp4",/media/pi/VIDEOS/videos/
687985278817,Badhareday,"BP2788 BadHareDay 49 Shots.mp4",/media/pi/VIDEOS/videos/
687985279012,Razorback,"BP2790 Razorback 30 Shots.mp4",/media/pi/VIDEOS/videos/
687985279111,Heartbreaker,"BP2791 Heartbreaker 32 Shots.mp4",/media/pi/VIDEOS/videos/
687985279616,"Grand Scheme","BP2796 Grand Scheme 19 Shots.mp4",/media/pi/VIDEOS/videos/
687985281312,"Hollow Points","BP2813 Hollow Points 9 shots.mp4",/media/pi/VIDEOS/videos/
687985282012,"Howling Wolf","BP2820 Howling Wolf 36 Shots.mp4",/media/pi/VIDEOS/videos/
687985321810,"Gatling Gun","BP3218 Gatling Gun Roman Candles.mp4",/media/pi/VIDEOS/videos/
687985422210,"Wizards Hat","FN118 - Wizards Hat.mp4",/media/pi/VIDEOS/videos/
687985426010,"Krazy Klock","FN248 - Krazy Klock.mp4",/media/pi/VIDEOS/videos/
687985427512,"Magic Lantern","FN291 - Magic Lantern.mp4",/media/pi/VIDEOS/videos/
687985428519,"Ferris Fling","BP4285 Ferris Fling fountain.mp4",/media/pi/VIDEOS/videos/
687985434114,"Photon Phaser","BP4341 Photon Phaser  Brothers Hand Held Fountain.mp4",/media/pi/VIDEOS/videos/
687985436118,"Tiny Tug","BP4361 Tiny Tug Fountain.mp4",/media/pi/VIDEOS/videos/
687985436415,"Awesome Blossom","BP4364 Awesome Blossom Fountain.mp4",/media/pi/VIDEOS/videos/
687985452118,Tomfoolery,"BP4521 Tomfoolery Fountain.mp4",/media/pi/VIDEOS/videos/
687985503513,Ladybugs,"NF112 Ladybugs.mp4",/media/pi/VIDEOS/videos/
687985701612,"Old West Express","BP7016 Old West Express  novelty.mp4",/media/pi/VIDEOS/videos/
687985701629,"Old West Express","BP7016 Old West Express  novelty.mp4",/media/pi/VIDEOS/videos/
687985702220,"Hyper 8","BP7022 Hyper-8  novelty race car.mp4",/media/pi/VIDEOS/videos/
687985711628,"Crater Cruiser","NV232 Crater Cruiser - www.76fireworks.com.mp4",/media/pi/VIDEOS/videos/
687985905607,Tycoon,"RL194 - Tycoon  www.76fireworks.com.mp4",/media/pi/VIDEOS/videos/
687985905720,"Powder House","AT231 Brothers Power House - www.76fireworks.com.mp4",/media/pi/VIDEOS/videos/
687985907403,Binge,"BP-A074 Binge double break artillery shells kit.mp4",/media/pi/VIDEOS/videos/
687985909216,"Grand Jury (12/6)","BP-A09212 Grand Jury 5 Canister Shell (12 Pack).mp4",/media/pi/VIDEOS/videos/
687985912308,"Madd Mod","BP-A123 Madd Mod Rocket Assortment.mp4",/media/pi/VIDEOS/videos/
687985912605,"Gas Money","BP-A126 Gas Money (Multi-shot Cakes Assortment).mp4",/media/pi/VIDEOS/videos/
687985984695,"Wicked Cool (2/1)","GM 203 Wicked Cool – 49 shot.mp4",/media/pi/VIDEOS/videos/
687985985494,"Seal Team 6","MS468 Seal Team 6 Fireworks - 24 Cakes.mp4",/media/pi/VIDEOS/videos/
816597926667,"Glitz it Up","MARILYN MONROE GLITZ IT UP FOUNTAIN BPM4602.mp4",/media/pi/VIDEOS/videos/
6879859084943,"Capella (Brothers Stars Asst)","GM635 Brothers Stars Fireworks - 48 Shot Assorted.mp4",/media/pi/VIDEOS/videos/
687985278718,"Gold Alert","BP2787 Gold Alert 72 Shots.mp4",/media/pi/VIDEOS/videos/
687985321506,Scalawag,"BP3215 Scalawag Roman Candles.mp4",/media/pi/VIDEOS/videos/
687985911806,"Destiny and Dominion - 6- & 7-inch shells","BP-A118 Destiny And Dominion (6 and 7 canister shells).mp4",/media/pi/VIDEOS/videos/
693235212031,"Vegas Voltage","MS271 - Vegas Voltage.mp4",/media/pi/VIDEOS/videos/
705834221231,"Devils Stairs / Evils Stairs","FN156 - Devils Stairs.mp4",/media/pi/VIDEOS/videos/
705834221316,"Peacock Palette","FN159 - Peacock Palette.mp4",/media/pi/VIDEOS/videos/
705834221781,"Changing Faces","FN311 Changing Faces.mp4",/media/pi/VIDEOS/videos/
705834231322,"Double Break Patriotic Shells - 1.75in (dbl. brk.)","RL110 - Double Break Patriotic Shells.mp4",/media/pi/VIDEOS/videos/
705834231810,"Air Defense - 100 Shots","MS148 Air Defense - 100 Shot.mp4",/media/pi/VIDEOS/videos/
705834232114,"Giant Saturn Missile Battery - 25 Shot","SM121 - Giant Saturn Missile Battery.mp4",/media/pi/VIDEOS/videos/
705834232121,"Mega Chute","PC133 Mega Chute.mp4",/media/pi/VIDEOS/videos/
705834233296,"Death Trap - 12 Shots","MS297 - Death Trap.mp4",/media/pi/VIDEOS/videos/
705834233357,"Creepy Freaks (8/1)","MS298 - Creepy Freaks.mp4",/media/pi/VIDEOS/videos/
705834233692,"Pyramid Eye","MS413 Pyramid Eye - 15 Shot.mp4",/media/pi/VIDEOS/videos/
705834250316,"Crackling Candle","RC223 Crackling Candle - 10 Shot.mp4",/media/pi/VIDEOS/videos/
705834320231,"Happy Lamp Large (Cannon)","NV185 Happy Lamp.mp4",/media/pi/VIDEOS/videos/
705834320248,"Climbing Panda (Cannon)","NV179 Climbing Panda.mp4",/media/pi/VIDEOS/videos/
705834320293,"Hot Racer","NV275 Hot Racer Fireworks.mp4",/media/pi/VIDEOS/videos/
705834350788,"Tube Bomb","Tube Bomb Firecrackers.mp4",/media/pi/VIDEOS/videos/
705834432552,"Cannon Assorted Mines (16/3)","MS171 - Assorted Mines.mp4",/media/pi/VIDEOS/videos/
705834470028,"Jumbo Bloom","NV276 Jumbo Bloom.mp4",/media/pi/VIDEOS/videos/
705834470158,"Ground Bloom Flower With Bomb","NV223 - Ground Bloom Flower with Bomb.mp4",/media/pi/VIDEOS/videos/
705834560460,"Eternal Smoke (24/2)","SK119A Eternal Smoke.mp4",/media/pi/VIDEOS/videos/
705834630590,"Wipe Out","GM236 - Wipe Out.mp4",/media/pi/VIDEOS/videos/
705834630910,"Oh Say - 9 Shots","TB214 - Oh Say.mp4",/media/pi/VIDEOS/videos/
705834631061,"Big Hunt","MX139 - Big Hunt - 16 Shot.mp4",/media/pi/VIDEOS/videos/
705834631412,"Rise to Glory","GM467 Rise to Glory - 35 Shot.mp4",/media/pi/VIDEOS/videos/
705834631436,"Crazy Commander","GM322 Crazy Commander - 52 Shot.mp4",/media/pi/VIDEOS/videos/
705834631528,"Big Beetle Battle","MX147 Big Beetle Battle - 20 Shot.mp4",/media/pi/VIDEOS/videos/
705834631535,"Galactic Siege","GM507 Galactic Seige - 32 Shot.mp4",/media/pi/VIDEOS/videos/
705834631542,"Homeward Bound","GM517 Homeward Bound - 50 Shot.mp4",/media/pi/VIDEOS/videos/
705834631580,"Disciples of Shaolin - 36 Shot","GM518 Disciples of Shaolin.mp4",/media/pi/VIDEOS/videos/
705834631689,"Run For Your Life","Run For Your Life Fireworks - 24 Shot.mp4",/media/pi/VIDEOS/videos/
705834320668,"Maxpower Torpedo Boat","NV325 Maxpower Torpedo Boat - Cannon Fireworks.mp4",/media/pi/VIDEOS/videos/
100000011607,"The Explorer Rocket","FB0116 The Explorer.mp4",/media/pi/VIDEOS/videos/
100000103012,"Warhawk - 12in","ME109 12 Warhawk Missile www.76fireworks.com.mp4",/media/pi/VIDEOS/videos/
100000201527,Abomination,"GM476 Abomination - 16 Shot.mp4",/media/pi/VIDEOS/videos/
100000201701,"Dragon Ball","TB193 Dragon Ball - 9 Shot.mp4",/media/pi/VIDEOS/videos/
100000202463,"Pride & Gratitude (fan)","FB2024 Pride  Gratitude.mp4",/media/pi/VIDEOS/videos/
100000252604,"Unleash the Power","GM328 Unleash the Power - 16 shot 500 Gram Cake - Firehawk.mp4",/media/pi/VIDEOS/videos/
100000557013,"Fireball III (Triple Break)","FB5570A Fireball III 6s.mp4",/media/pi/VIDEOS/videos/
100000559024,"4 Breaker (Quad Break)","FB5590 4 Breaker 6s.mp4",/media/pi/VIDEOS/videos/
100000566015,"Full Monty 1.75in","RL212 - Full Monty www.76fireworks.com.mp4",/media/pi/VIDEOS/videos/
100000567012,"Commander In Chief","Artillery Shells FB5670 1.75in Commander In Chief.mp4",/media/pi/VIDEOS/videos/
100000601501,"Mighty X Max Candle","FB6015 8S Mighty X Max Candle.mp4",/media/pi/VIDEOS/videos/
185108241316,"Mini Me","FB409 Mini Me.mp4",/media/pi/VIDEOS/videos/
185108242030,"Hot Lava","FN333 Hot Lava.mp4",/media/pi/VIDEOS/videos/
185108243716,"Pink Lady","FB8524 Pink Lady.mp4",/media/pi/VIDEOS/videos/
193936959105,"Crimson Skies","FB2575 24Shot Crimson Skies.mp4",/media/pi/VIDEOS/videos/
193936960842,"Magnum - 1.25in Canisters","Artillery Shells FB5695 1.25in Magnum Canister Shells.mp4",/media/pi/VIDEOS/videos/
193936960958,"Spinning Firefly","Spinner   FB413 Spinning FireFly.mp4",/media/pi/VIDEOS/videos/
193936961269,Ultimatum,"FB5696 Ultimatum 60s.mp4",/media/pi/VIDEOS/videos/
193936962013,"Smoke Copter","FB1012 Smoke Copter.mp4",/media/pi/VIDEOS/videos/
193936962037,"Jaw Breaker","GM855 Jaw Breaker - 9 shot Firehawk 500 Gram Cake.mp4",/media/pi/VIDEOS/videos/
193936962112,"Ignite the Spark","FB365 Ignite The Spark.mp4",/media/pi/VIDEOS/videos/
193936962129,"Mega Box","FB5698 Mega Box 32s.mp4",/media/pi/VIDEOS/videos/
193936962846,Awakening,"MS615 Awakening - 16 shot 200 Gram Cake - Firehawk.mp4",/media/pi/VIDEOS/videos/
193936962921,Dangerously,"GM831 Dangerously - 24 shot 500 Gram Cake - Firehawk.mp4",/media/pi/VIDEOS/videos/
193936963010,"G.O.A.T Asst","GM832 G.O.A.T. Assortment - 10 shot 500 Gram Cakes - Firehawk.mp4",/media/pi/VIDEOS/videos/
193936963799,"Eagle Eye Drone","NF226 Eagles Eye Drone.mp4",/media/pi/VIDEOS/videos/
293936962867,Widowmaker,"MS616 Widowmaker - 9 shot 200 Gram - Firehawk.mp4",/media/pi/VIDEOS/videos/
705108631162,"Disco Flash Bang w/ Header","NV311 Disco Flash Fireworks.mp4",/media/pi/VIDEOS/videos/
888000001575,"Heart Shaped Sparklers (6/12/8)","National Toast Day.mp4",/media/pi/VIDEOS/videos/
100000307021,"Killer Bee Fountains (Mighty Max) (24/4)","FN221 Killer Bees.mp4",/media/pi/VIDEOS/videos/
100000812013,"Bullet Bike (36/4)","NV207A Bullet Bike.mp4",/media/pi/VIDEOS/videos/
185108243624,"Baby Turtle","MX839 Baby Turtle.mp4",/media/pi/VIDEOS/videos/
185108243679,"Mr. Tractor","MX843 Mr. Tractor.mp4",/media/pi/VIDEOS/videos/
680149004291,"Fish In Water 9 Shots","MS623 Fish In Water - 9 shot Shogun 200 gram cake.mp4",/media/pi/VIDEOS/videos/
680149007421,"Colour Pearl Flowers With Reports 144 Shots","Colour Pearl Flowers With Report (Shogun) SSM2521A.mp4",/media/pi/VIDEOS/videos/
680149009111,"6 Driver Color Changing Wheel","NV252 6 Driver Color Changing Wheel - Shogun Novelty.mp4",/media/pi/VIDEOS/videos/
680149019332,"Jet Propulsion","GM364 Jet Propulsion - 36 Shot.mp4",/media/pi/VIDEOS/videos/
680149026682,"Super Sized! Color Saturn Missile Battery","Super Sized Color Saturn Missile Battery 316 shots (Shogun) SSM1130-316.mp4",/media/pi/VIDEOS/videos/
680149032867,"Bees In A Thicket","Bees in a Thicket (Shogun) SF845.mp4",/media/pi/VIDEOS/videos/
680149033840,"So Snappy!","RC225 So Snappy - 140 Shot.mp4",/media/pi/VIDEOS/videos/
680149037374,"The Hustler","MS399 The Hustler.mp4",/media/pi/VIDEOS/videos/
680149041210,"Jungle Style","GM571 Jungle Style - 38 Shot.mp4",/media/pi/VIDEOS/videos/
680149041234,"Get The Party Started - 200 Shots","SM168 Get The Party Started - 200 shot Shogun Saturn Missile.mp4",/media/pi/VIDEOS/videos/
680149042682,"Off & Running - 10 Shots","MS621 Off  Running - 10 shot Shogun 200 gram cake.mp4",/media/pi/VIDEOS/videos/
680149044822,"Youve Been Warned","GM684 Youve been warned - 41 Shot.mp4",/media/pi/VIDEOS/videos/
680149044839,"Off The Deep End","GM685 Off The Deep End - 31 Shot.mp4",/media/pi/VIDEOS/videos/
680149045478,"Neon Saturn Missiles - 200 Shot","SM167 Neon Saturn Missile - 200 shots - Shogun.mp4",/media/pi/VIDEOS/videos/
680149047052,"Hometown Hero - 1.75in (Asst)","Howntown Hero (Shogun) SW834.mp4",/media/pi/VIDEOS/videos/
680149047069,"Close Combat","Close Combat (Shogun) SW835.mp4",/media/pi/VIDEOS/videos/
680149047076,"Epic Arsenal","Epic Arsenal (Shogun) SW836.mp4",/media/pi/VIDEOS/videos/
680149049759,"Polar Express","GM839 Polar Express - 36 shot Shogun 500g Cake.mp4",/media/pi/VIDEOS/videos/
680149049773,"Jellyfish Jamboree","TB267 Jellyfish Jamboree - 9 shot Tube Rack - Shogun.mp4",/media/pi/VIDEOS/videos/
680149049797,"Monkey Business","Monkey Business - Fireworks Novelty.mp4",/media/pi/VIDEOS/videos/
680149050090,Limitless,"GM774 Limitless - 115 Shot.mp4",/media/pi/VIDEOS/videos/
680149050120,"Super Sundae","SUPER SUNDAE (Shogun) SF897.mp4",/media/pi/VIDEOS/videos/
680149050144,"Flaming Orbit - Spinning Fountain","FLAMING ORBIT (Shogun) SF898.mp4",/media/pi/VIDEOS/videos/
680149050205,"Pro 2in 10-Shot Silver Strobe w/ Silver Glitter Tail","10 SHOT SILVER STROBE WITH SILVER GLITTER TAIL (Shogun Ultimate Collection Pro) LBMP-504.mp4",/media/pi/VIDEOS/videos/
680149051745,"Quiet as a Mouse","FN418 Quiet As A Mouse - Shogun Quiet Fountain.mp4",/media/pi/VIDEOS/videos/
680149052940,"Stars & Strobes","GM886 Stars  Strobes - 21 shot 500 Gram Cake - Shogun.mp4",/media/pi/VIDEOS/videos/
680149052988,"Red Hot Peppers","GM887 Red Hot Peppers.mp4",/media/pi/VIDEOS/videos/
680149053046,"Glitz & Glam","GM888 Glitz  Glam - 16 shot 500 Gram Cake - Shogun Fireworks.mp4",/media/pi/VIDEOS/videos/
680149053053,"Money Box","MS635 Money Box - 12 shot 200 Gram Cake - Shogun.mp4",/media/pi/VIDEOS/videos/
680149053077,"Click Bang","MS636 Click Bang - 16 shot 200 Gram Cake - Shogun.mp4",/media/pi/VIDEOS/videos/
680149053404,"Great American Assortment","GM776 Great American Assortment - 16 shot 500 Grams - Shogun.mp4",/media/pi/VIDEOS/videos/
680149053961,"Saturn Ultra","Saturn Ultra (Shogun) LBM-231.mp4",/media/pi/VIDEOS/videos/
680149053985,"More Bang for your Buck","More Bang for Your Buck (Shogun) SSM271.mp4",/media/pi/VIDEOS/videos/
680149053992,"Angle of Attack","Angle of Attack (Shogun) LBM-232.mp4",/media/pi/VIDEOS/videos/
680149054005,"Glitter Bugs","Glitterbugs (Shogun) LBM-233.mp4",/media/pi/VIDEOS/videos/
680149054012,"Plasma Jet","Plasmajet (Shogun) LBM-234.mp4",/media/pi/VIDEOS/videos/
680149054203,"Super Doodle Neon Candle","Super Doodle Neon Candle 292 Balls (Shogun) SMC147.mp4",/media/pi/VIDEOS/videos/
680149054289,"Aerojet Missile","Aerojet Missile Pack (Shogun) SR688.mp4",/media/pi/VIDEOS/videos/
680149054579,"10-Minute White Smoke","10 Minute White Smoke (Shogun) SNOV2096.mp4",/media/pi/VIDEOS/videos/
680149054593,"UFO Encounter (girandola)","UFO Encounter (Shogun) LBM-245.mp4",/media/pi/VIDEOS/videos/
69507140426,"Galactic Light Show","MS145 Galactic Light Show - 19 shot 500 Gram Cake - Sky Bacon Fireworks.mp4",/media/pi/VIDEOS/videos/
69507140427,"Action Packed","GM188 Action Packed - 36 shot 500 Gram Cake - Sky Bacon Fireworks.mp4",/media/pi/VIDEOS/videos/
69507140436,Chandelier,"SP124 Chandelier - Sky Bacon Sparkler.mp4",/media/pi/VIDEOS/videos/
69507140437,"Mythical Beasts","NV160 Mythical Beasts - Plastic Novelties - Sky Bacon.mp4",/media/pi/VIDEOS/videos/
69507140438,"Sky Bacon Spinners","NV161 Sky Bacon Spinners - Plastic Smoking Novelties.mp4",/media/pi/VIDEOS/videos/
69507140439,"Jumbo Sky Bacon Spinners","NV162 Jumbo Sky Bacon Spinners - Plastic Novelty.mp4",/media/pi/VIDEOS/videos/
